ReviewKey,UserKey,SystemKey,OwnerKey,CycleDateKey,ReviewCompletedDateKey,ReviewStatus,DaysOutstanding,IsOrphanedAccount,HasSoDConflict
76,6,8,1,20250401,20250413.0,Completed,12,False,False
77,6,8,1,20250701,20250720.0,Completed,19,False,False
78,6,8,1,20251001,20251012.0,Completed,11,False,False
79,6,8,1,20260101,20260108.0,Completed,7,False,False
80,6,8,1,20260401,20260414.0,Completed,13,False,False
81,6,8,1,20260701,20260718.0,Completed,17,False,False
82,6,7,1,20240701,20240707.0,Completed,6,False,False
83,6,7,1,20241001,20241021.0,Completed,20,False,False
84,6,7,1,20250101,20250116.0,Completed,15,False,False
85,6,7,1,20250401,20250422.0,Completed,21,False,False
86,6,7,1,20250701,20250714.0,Completed,13,False,False
87,6,7,1,20251001,20251110.0,Completed,40,False,False
88,6,7,1,20260101,20260118.0,Completed,17,False,False
89,6,7,1,20260401,20260423.0,Completed,22,False,False
90,6,7,1,20260701,20260721.0,Completed,20,False,False
91,7,5,1,20240701,20240720.0,Completed,19,False,False
92,7,5,1,20241001,20241027.0,Completed,26,False,False
93,7,5,1,20250101,20250114.0,Completed,13,False,False
94,7,5,1,20250401,20250602.0,Completed,62,False,False
95,7,5,1,20250701,20250731.0,Completed,30,False,False
96,7,5,1,20251001,20251012.0,Completed,11,False,False
97,7,5,1,20260101,20260223.0,Completed,53,False,False
98,7,5,1,20260401,20260421.0,Completed,20,False,False
99,7,5,1,20260701,20260810.0,Completed,40,False,False
100,7,1,1,20240701,20240707.0,Completed,6,False,False
101,7,1,1,20241001,20241127.0,Completed,57,False,False
102,7,1,1,20250101,20250206.0,Completed,36,False,False
103,7,1,1,20250401,20250414.0,Completed,13,False,False
104,7,1,1,20250701,20250805.0,Completed,35,False,False
105,7,1,1,20251001,20251211.0,Completed,71,False,False
106,7,1,1,20260101,20260118.0,Completed,17,False,False
107,7,1,1,20260401,20260418.0,Completed,17,False,False
108,7,1,1,20260701,20260724.0,Completed,23,False,False
109,8,8,1,20240701,20240715.0,Completed,14,False,False
110,8,8,1,20241001,20241027.0,Completed,26,False,False
111,8,8,1,20250101,20250120.0,Completed,19,False,False
112,8,8,1,20250401,20250412.0,Completed,11,False,False
113,8,8,1,20250701,20250718.0,Completed,17,False,False
114,8,8,1,20251001,20251110.0,Completed,40,False,False
115,8,8,1,20260101,20260122.0,Completed,21,False,False
116,8,8,1,20260401,20260413.0,Completed,12,False,False
117,8,8,1,20260701,20260712.0,Completed,11,False,False
118,8,7,1,20240701,20240717.0,Completed,16,False,False
119,8,7,1,20241001,20241026.0,Completed,25,False,False
120,8,7,1,20250101,20250108.0,Completed,7,False,False
121,8,7,1,20250401,20250424.0,Completed,23,False,False
122,8,7,1,20250701,20250713.0,Completed,12,False,False
123,8,7,1,20251001,20251015.0,Completed,14,False,False
124,8,7,1,20260101,20260302.0,Completed,60,False,False
125,8,7,1,20260401,20260422.0,Completed,21,False,False
126,8,7,1,20260701,20260710.0,Completed,9,False,False
127,9,2,1,20240701,20240806.0,Completed,36,False,False
128,9,2,1,20241001,20241122.0,Completed,52,False,False
129,9,2,1,20250101,20250213.0,Completed,43,False,False
130,9,2,1,20250401,20250404.0,Completed,3,False,False
131,9,2,1,20250701,20250727.0,Completed,26,False,False
132,9,2,1,20251001,20251107.0,Completed,37,False,False
133,9,2,1,20260101,20260205.0,Completed,35,False,False
134,9,2,1,20260401,20260420.0,Completed,19,False,False
135,9,2,1,20260701,20260814.0,Completed,44,False,False
136,10,1,1,20240701,20240827.0,Completed,57,False,False
137,10,1,1,20241001,20241007.0,Completed,6,False,False
138,10,1,1,20250101,20250106.0,Completed,5,False,False
139,10,1,1,20250401,20250507.0,Completed,36,False,False
140,10,1,1,20250701,20250816.0,Completed,46,False,False
141,10,1,1,20251001,20251018.0,Completed,17,False,False
142,10,1,1,20260101,20260104.0,Completed,3,False,False
143,10,1,1,20260401,20260428.0,Completed,27,False,False
144,10,1,1,20260701,20260805.0,Completed,35,False,False
145,11,8,1,20240701,20240712.0,Completed,11,False,False
146,11,8,1,20241001,20241028.0,Completed,27,False,False
147,11,8,1,20250101,20250118.0,Completed,17,False,False
148,11,8,1,20250401,20250409.0,Completed,8,False,False
149,11,8,1,20250701,20250709.0,Completed,8,False,False
150,11,8,1,20251001,20251015.0,Completed,14,False,False
151,11,8,1,20260101,20260111.0,Completed,10,False,False
152,11,8,1,20260401,20260404.0,Completed,3,False,False
153,11,8,1,20260701,20260717.0,Completed,16,False,False
154,11,4,1,20240701,20240710.0,Completed,9,False,False
155,11,4,1,20241001,20241011.0,Completed,10,False,False
156,11,4,1,20250101,20250106.0,Completed,5,False,False
157,11,4,1,20250401,20250507.0,Completed,36,False,False
158,11,4,1,20250701,20250722.0,Completed,21,False,False
159,11,4,1,20251001,20251112.0,Completed,42,False,False
160,11,4,1,20260101,20260112.0,Completed,11,False,False
161,11,4,1,20260401,20260422.0,Completed,21,False,False
162,11,4,1,20260701,20260717.0,Completed,16,False,False
163,12,8,1,20240701,20240709.0,Completed,8,False,False
164,12,8,1,20241001,20241012.0,Completed,11,False,False
165,12,8,1,20250101,20250122.0,Completed,21,False,False
166,12,8,1,20250401,20250406.0,Completed,5,False,False
167,12,8,1,20250701,20250728.0,Completed,27,False,False
168,12,8,1,20251001,20251016.0,Completed,15,False,False
169,12,8,1,20260101,20260125.0,Completed,24,False,False
170,12,8,1,20260401,20260419.0,Completed,18,False,False
171,12,8,1,20260701,20260704.0,Completed,3,False,False
172,12,7,1,20240701,20240714.0,Completed,13,False,False
173,12,7,1,20241001,20241028.0,Completed,27,False,False
174,12,7,1,20250101,20250116.0,Completed,15,False,False
175,12,7,1,20250401,20250415.0,Completed,14,False,False
176,12,7,1,20250701,20250716.0,Completed,15,False,False
177,12,7,1,20251001,20251003.0,Completed,2,False,False
178,12,7,1,20260101,20260130.0,Completed,29,False,False
179,12,7,1,20260401,20260402.0,Completed,1,False,False
180,12,7,1,20260701,20260803.0,Completed,33,False,False
181,13,7,1,20240701,20240711.0,Completed,10,False,False
182,13,7,1,20241001,20241020.0,Completed,19,False,False
183,13,7,1,20250101,20250103.0,Completed,2,False,False
184,13,7,1,20250401,20250424.0,Completed,23,False,False
185,13,7,1,20250701,20250721.0,Completed,20,False,False
186,13,7,1,20251001,20251020.0,Completed,19,False,False
187,13,7,1,20260101,20260103.0,Completed,2,False,False
188,13,7,1,20260401,20260408.0,Completed,7,False,False
189,13,7,1,20260701,20260719.0,Completed,18,False,False
190,13,8,1,20240701,20240730.0,Completed,29,False,False
191,13,8,1,20241001,20241007.0,Completed,6,False,False
192,13,8,1,20250101,20250107.0,Completed,6,False,False
193,13,8,1,20250401,20250418.0,Completed,17,False,False
194,13,8,1,20250701,20250827.0,Completed,57,False,False
195,13,8,1,20251001,20251009.0,Completed,8,False,False
196,13,8,1,20260101,20260111.0,Completed,10,False,False
197,13,8,1,20260401,20260410.0,Completed,9,False,False
198,13,8,1,20260701,20260713.0,Completed,12,False,False
199,14,3,1,20240701,20240830.0,Completed,60,False,False
200,14,3,1,20241001,20241027.0,Completed,26,False,False
201,14,3,1,20250101,20250502.0,Completed,121,False,False
202,14,3,1,20250401,20250430.0,Completed,29,False,False
203,14,3,1,20250701,20250903.0,Completed,64,False,False
204,14,3,1,20251001,20251022.0,Completed,21,False,False
205,14,3,1,20260101,20260110.0,Completed,9,False,False
206,14,3,1,20260401,20260427.0,Completed,26,False,False
207,14,3,1,20260701,20260809.0,Completed,39,False,False
208,15,8,1,20240701,20240708.0,Completed,7,False,False
209,15,8,1,20241001,20241030.0,Completed,29,False,False
210,15,8,1,20250101,20250110.0,Completed,9,False,False
211,15,8,1,20250401,20250406.0,Completed,5,False,False
212,15,8,1,20250701,20250823.0,Completed,53,False,False
213,15,8,1,20251001,20251008.0,Completed,7,False,False
214,15,8,1,20260101,20260110.0,Completed,9,False,False
215,15,8,1,20260401,20260423.0,Completed,22,False,False
216,15,8,1,20260701,20260711.0,Completed,10,False,False
217,15,7,1,20240701,20240707.0,Completed,6,False,False
218,15,7,1,20241001,20241009.0,Completed,8,False,False
219,15,7,1,20250101,20250214.0,Completed,44,False,False
220,15,7,1,20250401,20250421.0,Completed,20,False,False
221,15,7,1,20250701,20250724.0,Completed,23,False,False
222,15,7,1,20251001,20251017.0,Completed,16,False,False
223,15,7,1,20260101,20260119.0,Completed,18,False,False
224,15,7,1,20260401,20260411.0,Completed,10,False,False
225,15,7,1,20260701,20260716.0,Completed,15,False,False
226,16,1,1,20240701,20240705.0,Completed,4,False,False
227,16,1,1,20241001,20241122.0,Completed,52,False,False
228,16,1,1,20250101,20250120.0,Completed,19,False,False
229,16,1,1,20250401,20250411.0,Completed,10,False,False
230,16,1,1,20250701,20250801.0,Completed,31,False,False
231,16,1,1,20251001,20251024.0,Completed,23,False,False
232,16,1,1,20260101,20260221.0,Completed,51,False,False
233,16,1,1,20260401,20260427.0,Completed,26,False,False
234,16,1,1,20260701,20260717.0,Completed,16,False,False
235,17,4,1,20240701,20240714.0,Completed,13,False,False
236,17,4,1,20241001,20241104.0,Completed,34,False,False
237,17,4,1,20250101,20250127.0,Completed,26,False,False
238,17,4,1,20250401,20250421.0,Completed,20,False,False
239,17,4,1,20250701,20250728.0,Completed,27,False,False
240,17,4,1,20251001,20251022.0,Completed,21,False,False
241,17,4,1,20260101,20260107.0,Completed,6,False,False
242,17,4,1,20260401,20260424.0,Completed,23,False,False
243,17,4,1,20260701,20260730.0,Completed,29,False,False
244,18,9,1,20240701,20240731.0,Completed,30,False,False
245,18,9,1,20241001,20241006.0,Completed,5,False,False
246,18,9,1,20250101,20250110.0,Completed,9,False,False
247,18,9,1,20250401,20250409.0,Completed,8,False,False
248,18,9,1,20250701,20250712.0,Completed,11,False,False
249,18,9,1,20251001,20251020.0,Completed,19,False,False
250,18,9,1,20260101,20260116.0,Completed,15,False,False
251,18,9,1,20260401,20260416.0,Completed,15,False,False
252,18,9,1,20260701,20260705.0,Completed,4,False,False
253,19,4,1,20240701,20240710.0,Completed,9,False,False
254,19,4,1,20241001,20241101.0,Completed,31,False,False
255,19,4,1,20250101,20250130.0,Completed,29,False,False
256,19,4,1,20250401,20250414.0,Completed,13,False,False
257,19,4,1,20250701,20250724.0,Completed,23,False,False
258,19,4,1,20251001,20251019.0,Completed,18,False,False
259,19,4,1,20260101,20260126.0,Completed,25,False,False
260,19,4,1,20260401,20260425.0,Completed,24,False,False
261,19,4,1,20260701,20260715.0,Completed,14,False,False
262,20,3,1,20240701,20240810.0,Completed,40,False,False
263,20,3,1,20241001,20241107.0,Completed,37,False,False
264,20,3,1,20250101,20250129.0,Completed,28,False,False
265,20,3,1,20250401,20250424.0,Completed,23,False,False
266,20,3,1,20250701,20250919.0,Completed,80,False,False
267,20,3,1,20251001,20251029.0,Completed,28,False,False
268,20,3,1,20260101,20260214.0,Completed,44,False,False
269,20,3,1,20260401,20260616.0,Completed,76,False,False
270,20,3,1,20260701,20260810.0,Completed,40,False,False
271,21,7,1,20240701,20240721.0,Completed,20,False,False
272,21,7,1,20241001,20241015.0,Completed,14,False,False
273,21,7,1,20250101,20250120.0,Completed,19,False,False
274,21,7,1,20250401,20250412.0,Completed,11,False,False
275,21,7,1,20250701,20250904.0,Completed,65,False,False
276,21,7,1,20251001,20251005.0,Completed,4,False,False
277,21,7,1,20260101,20260113.0,Completed,12,False,False
278,21,7,1,20260401,20260421.0,Completed,20,False,False
279,21,7,1,20260701,20260721.0,Completed,20,False,False
280,21,8,1,20240701,20240712.0,Completed,11,False,False
281,21,8,1,20241001,20241004.0,Completed,3,False,False
282,21,8,1,20250101,20250106.0,Completed,5,False,False
283,21,8,1,20250401,20250417.0,Completed,16,False,False
284,21,8,1,20250701,20250703.0,Completed,2,False,False
285,21,8,1,20251001,20251022.0,Completed,21,False,False
286,21,8,1,20260101,20260131.0,Completed,30,False,False
287,21,8,1,20260401,20260425.0,Completed,24,False,False
288,21,8,1,20260701,20260728.0,Completed,27,False,False
289,22,7,1,20240701,20240703.0,Completed,2,False,False
290,22,7,1,20241001,20241012.0,Completed,11,False,False
291,22,7,1,20250101,20250107.0,Completed,6,False,False
292,22,7,1,20250401,20250404.0,Completed,3,False,False
293,22,7,1,20250701,20250711.0,Completed,10,False,False
294,22,7,1,20251001,20251108.0,Completed,38,False,False
295,22,7,1,20260101,20260214.0,Completed,44,False,False
296,22,7,1,20260401,20260408.0,Completed,7,False,False
297,22,7,1,20260701,20260716.0,Completed,15,False,False
298,22,1,1,20240701,20240807.0,Completed,37,False,False
299,22,1,1,20241001,20241024.0,Completed,23,False,False
300,22,1,1,20250101,20250306.0,Completed,64,False,False
301,22,1,1,20250401,20250420.0,Completed,19,False,False
302,22,1,1,20250701,20250718.0,Completed,17,False,False
303,22,1,1,20251001,20251015.0,Completed,14,False,False
304,22,1,1,20260101,20260124.0,Completed,23,False,False
305,22,1,1,20260401,20260402.0,Completed,1,False,False
306,22,1,1,20260701,20260724.0,Completed,23,False,False
307,22,8,1,20240701,20240716.0,Completed,15,False,False
308,22,8,1,20241001,20241017.0,Completed,16,False,False
309,22,8,1,20250101,20250107.0,Completed,6,False,False
310,22,8,1,20250401,20250417.0,Completed,16,False,False
311,22,8,1,20250701,20250717.0,Completed,16,False,False
312,22,8,1,20251001,20251017.0,Completed,16,False,False
313,22,8,1,20260101,20260125.0,Completed,24,False,False
314,22,8,1,20260401,20260406.0,Completed,5,False,False
315,22,8,1,20260701,20260712.0,Completed,11,False,False
316,23,5,1,20240701,20240705.0,Completed,4,False,False
317,23,5,1,20241001,20241107.0,Completed,37,False,False
318,23,5,1,20250101,20250111.0,Completed,10,False,False
319,23,5,1,20250401,20250515.0,Completed,44,False,False
320,23,5,1,20250701,20250815.0,Completed,45,False,False
321,23,5,1,20251001,20251021.0,Completed,20,False,False
322,23,5,1,20260101,20260120.0,Completed,19,False,False
323,23,5,1,20260401,20260407.0,Completed,6,False,False
324,23,5,1,20260701,20260724.0,Completed,23,False,False
325,24,7,1,20240701,20240725.0,Completed,24,False,False
326,24,7,1,20241001,20241018.0,Completed,17,False,False
327,24,7,1,20250101,20250204.0,Completed,34,False,False
328,24,7,1,20250401,20250411.0,Completed,10,False,False
329,24,7,1,20250701,20250711.0,Completed,10,False,False
330,24,7,1,20251001,20251008.0,Completed,7,False,False
331,24,7,1,20260101,20260220.0,Completed,50,False,False
332,24,7,1,20260401,20260405.0,Completed,4,False,False
333,24,7,1,20260701,20260724.0,Completed,23,False,False
334,24,8,1,20240701,20240726.0,Completed,25,False,False
335,24,8,1,20241001,20241025.0,Completed,24,False,False
336,24,8,1,20250101,20250108.0,Completed,7,False,False
337,24,8,1,20250401,20250413.0,Completed,12,False,False
338,24,8,1,20250701,20250722.0,Completed,21,False,False
339,24,8,1,20251001,20251010.0,Completed,9,False,False
340,24,8,1,20260101,20260112.0,Completed,11,False,False
341,24,8,1,20260401,20260410.0,Completed,9,False,False
342,24,8,1,20260701,20260716.0,Completed,15,False,False
343,25,1,1,20240701,20240730.0,Completed,29,False,False
344,25,1,1,20241001,20241217.0,Completed,77,False,False
345,25,1,1,20250101,20250212.0,Completed,42,False,False
346,25,1,1,20250401,20250410.0,Completed,9,False,False
347,25,1,1,20250701,20250711.0,Completed,10,False,False
348,25,1,1,20251001,20251117.0,Completed,47,False,False
349,25,1,1,20260101,20260129.0,Completed,28,False,False
350,25,1,1,20260401,20260706.0,Completed,96,False,False
351,25,1,1,20260701,,Overdue,80,False,False
352,25,8,1,20240701,20240708.0,Completed,7,False,False
353,25,8,1,20241001,20241018.0,Completed,17,False,False
354,25,8,1,20250101,20250106.0,Completed,5,False,False
355,25,8,1,20250401,20250424.0,Completed,23,False,False
356,25,8,1,20250701,20250812.0,Completed,42,False,False
357,25,8,1,20251001,20251017.0,Completed,16,False,False
358,25,8,1,20260101,20260111.0,Completed,10,False,False
359,25,8,1,20260401,20260420.0,Completed,19,False,False
360,25,8,1,20260701,20260727.0,Completed,26,False,False
361,26,1,1,20240701,20240823.0,Completed,53,False,False
362,26,1,1,20241001,20241022.0,Completed,21,False,False
363,26,1,1,20250101,20250118.0,Completed,17,False,False
364,26,1,1,20250401,20250505.0,Completed,34,False,False
365,26,1,1,20250701,20250723.0,Completed,22,False,False
366,26,1,1,20251001,20251204.0,Completed,64,False,False
367,26,1,1,20260101,20260122.0,Completed,21,False,False
368,26,1,1,20260401,20260501.0,Completed,30,False,False
369,26,1,1,20260701,20260807.0,Completed,37,False,False
370,27,8,1,20240701,20240705.0,Completed,4,False,False
371,27,8,1,20241001,20241010.0,Completed,9,False,False
372,27,8,1,20250101,20250216.0,Completed,46,False,False
373,27,8,1,20250401,20250427.0,Completed,26,False,False
374,27,8,1,20250701,20250712.0,Completed,11,False,False
375,27,8,1,20251001,20251024.0,Completed,23,False,False
376,27,8,1,20260101,20260202.0,Completed,32,False,False
377,27,8,1,20260401,20260413.0,Completed,12,False,False
378,27,8,1,20260701,20260726.0,Completed,25,False,False
379,27,7,1,20240701,20240723.0,Completed,22,False,False
380,27,7,1,20241001,20241006.0,Completed,5,False,False
381,27,7,1,20250101,20250113.0,Completed,12,False,False
382,27,7,1,20250401,20250510.0,Completed,39,False,False
383,27,7,1,20250701,20250816.0,Completed,46,False,False
384,27,7,1,20251001,20251027.0,Completed,26,False,False
385,27,7,1,20260101,20260110.0,Completed,9,False,False
386,27,7,1,20260401,20260402.0,Completed,1,False,False
387,27,7,1,20260701,20260709.0,Completed,8,False,False
388,28,6,1,20240701,20240705.0,Completed,4,False,False
389,28,6,1,20241001,20241111.0,Completed,41,False,False
390,28,6,1,20250101,20250103.0,Completed,2,False,False
391,28,6,1,20250401,20250406.0,Completed,5,False,False
392,28,6,1,20250701,20250718.0,Completed,17,False,False
393,28,6,1,20251001,20251015.0,Completed,14,False,False
394,28,6,1,20260101,20260208.0,Completed,38,False,False
395,28,6,1,20260401,20260423.0,Completed,22,False,False
396,28,6,1,20260701,20260714.0,Completed,13,False,False
397,29,8,1,20240701,20240802.0,Completed,32,False,False
398,29,8,1,20241001,20241011.0,Completed,10,False,False
399,29,8,1,20250101,20250210.0,Completed,40,False,False
400,29,8,1,20250401,20250408.0,Completed,7,False,False
401,29,8,1,20250701,20250715.0,Completed,14,False,False
402,29,8,1,20251001,20251003.0,Completed,2,False,False
403,29,8,1,20260101,20260128.0,Completed,27,False,False
404,29,8,1,20260401,20260417.0,Completed,16,False,False
405,29,8,1,20260701,20260810.0,Completed,40,False,False
406,30,9,1,20240701,20240713.0,Completed,12,False,False
407,30,9,1,20241001,20241005.0,Completed,4,False,False
408,30,9,1,20250101,20250121.0,Completed,20,False,False
409,30,9,1,20250401,20250410.0,Completed,9,False,False
410,30,9,1,20250701,20250725.0,Completed,24,False,False
411,30,9,1,20251001,20251008.0,Completed,7,False,False
412,30,9,1,20260101,20260205.0,Completed,35,False,False
413,30,8,1,20240701,20240716.0,Completed,15,False,False
414,30,8,1,20241001,20241014.0,Completed,13,False,False
415,30,8,1,20250101,20250204.0,Completed,34,False,False
416,30,8,1,20250401,20250428.0,Completed,27,False,False
417,30,8,1,20250701,20250709.0,Completed,8,False,False
418,30,8,1,20251001,20251027.0,Completed,26,False,False
419,30,8,1,20260101,20260124.0,Completed,23,False,False
420,31,7,1,20240701,20240714.0,Completed,13,False,False
421,31,7,1,20241001,20241026.0,Completed,25,False,False
422,31,7,1,20250101,20250205.0,Completed,35,False,False
423,31,7,1,20250401,20250415.0,Completed,14,False,False
424,31,7,1,20250701,20250715.0,Completed,14,False,False
425,31,7,1,20251001,20251014.0,Completed,13,False,False
426,31,7,1,20260101,20260109.0,Completed,8,False,False
427,31,7,1,20260401,20260414.0,Completed,13,False,False
428,31,7,1,20260701,20260713.0,Completed,12,False,False
429,31,8,1,20240701,20240713.0,Completed,12,False,False
430,31,8,1,20241001,20241013.0,Completed,12,False,False
431,31,8,1,20250101,20250106.0,Completed,5,False,False
432,31,8,1,20250401,20250430.0,Completed,29,False,False
433,31,8,1,20250701,20250710.0,Completed,9,False,False
434,31,8,1,20251001,20251107.0,Completed,37,False,False
435,31,8,1,20260101,20260107.0,Completed,6,False,False
436,31,8,1,20260401,20260513.0,Completed,42,False,False
437,31,8,1,20260701,20260712.0,Completed,11,False,False
438,32,4,1,20240701,20240728.0,Completed,27,False,False
439,32,4,1,20241001,20241017.0,Completed,16,False,False
440,32,4,1,20250101,20250106.0,Completed,5,False,False
441,32,4,1,20250401,20250406.0,Completed,5,False,False
442,32,4,1,20250701,20250709.0,Completed,8,False,False
443,32,4,1,20251001,20251011.0,Completed,10,False,False
444,32,4,1,20260101,20260115.0,Completed,14,False,False
445,32,4,1,20260401,20260419.0,Completed,18,False,False
446,32,4,1,20260701,20260714.0,Completed,13,False,False
447,32,8,1,20240701,20240719.0,Completed,18,False,False
448,32,8,1,20241001,20241021.0,Completed,20,False,False
449,32,8,1,20250101,20250113.0,Completed,12,False,False
450,32,8,1,20250401,20250424.0,Completed,23,False,False
451,32,8,1,20250701,20250727.0,Completed,26,False,False
452,32,8,1,20251001,20251021.0,Completed,20,False,False
453,32,8,1,20260101,20260122.0,Completed,21,False,False
454,32,8,1,20260401,20260417.0,Completed,16,False,False
455,32,8,1,20260701,20260801.0,Completed,31,False,False
456,32,9,1,20240701,20240715.0,Completed,14,False,False
457,32,9,1,20241001,20241009.0,Completed,8,False,False
458,32,9,1,20250101,20250115.0,Completed,14,False,False
459,32,9,1,20250401,20250406.0,Completed,5,False,False
460,32,9,1,20250701,20250705.0,Completed,4,False,False
461,32,9,1,20251001,20251027.0,Completed,26,False,False
462,32,9,1,20260101,20260207.0,Completed,37,False,False
463,32,9,1,20260401,20260412.0,Completed,11,False,False
464,32,9,1,20260701,20260727.0,Completed,26,False,False
465,33,1,1,20240701,20240705.0,Completed,4,False,False
466,33,1,1,20241001,20241110.0,Completed,40,False,False
467,33,1,1,20250101,20250129.0,Completed,28,False,False
468,33,1,1,20250401,20250622.0,Completed,82,False,False
469,33,1,1,20250701,20250726.0,Completed,25,False,False
470,33,1,1,20251001,20251013.0,Completed,12,False,False
471,33,1,1,20260101,20260108.0,Completed,7,False,False
472,33,1,1,20260401,20260430.0,Completed,29,False,False
473,33,1,1,20260701,20260803.0,Completed,33,False,False
474,34,4,1,20240701,20240713.0,Completed,12,False,False
475,34,4,1,20241001,20241028.0,Completed,27,False,False
476,34,4,1,20250101,20250204.0,Completed,34,False,False
477,34,4,1,20250401,20250412.0,Completed,11,False,False
478,34,4,1,20250701,20250704.0,Completed,3,False,False
479,34,4,1,20251001,20251019.0,Completed,18,False,False
480,34,4,1,20260101,20260201.0,Completed,31,False,False
481,34,4,1,20260401,20260412.0,Completed,11,False,False
482,34,4,1,20260701,20260722.0,Completed,21,False,False
483,34,2,1,20240701,20240712.0,Completed,11,False,False
484,34,2,1,20241001,20241105.0,Completed,35,False,False
485,34,2,1,20250101,20250212.0,Completed,42,False,False
486,34,2,1,20250401,20250506.0,Completed,35,False,False
487,34,2,1,20250701,20251005.0,Completed,96,False,False
488,34,2,1,20251001,20251213.0,Completed,73,False,False
489,34,2,1,20260101,20260217.0,Completed,47,False,False
490,34,2,1,20260401,20260529.0,Completed,58,False,False
491,34,2,1,20260701,20260805.0,Completed,35,False,False
492,34,8,1,20240701,20240715.0,Completed,14,False,False
493,34,8,1,20241001,20241011.0,Completed,10,False,False
494,34,8,1,20250101,20250106.0,Completed,5,False,False
